,Wind,Clouds,Humidity,Country,Data,Temperture,Latitude,Longitude,City
441,2.68,0,33,ML,1603130857,87.78,13.03,-9.49,boa vista
442,3.36,90,77,US,1603130388,61.0,45.52,-122.68,boa vista
443,11.41,90,69,US,1603130858,37.0,41.02,-92.41,boa vista
444,4.85,71,80,RU,1603130858,43.25,54.48,53.47,boa vista
445,39.15,75,31,AR,1603130858,50.0,-51.62,-69.22,boa vista
446,2.39,2,87,RU,1603130859,31.8,65.58,-171.0,boa vista
447,2.57,14,80,CN,1603130859,36.88,46.57,131.15,boa vista
448,9.64,86,73,BY,1603130859,40.35,52.63,29.73,boa vista
449,6.71,45,74,RU,1603130697,33.8,64.75,177.48,boa vista
450,12.39,39,82,ID,1603130607,80.08,-5.67,132.75,boa vista
451,3.58,100,37,BR,1603130859,90.73,-15.48,-44.37,boa vista
452,4.7,90,100,US,1603130860,37.4,64.5,-165.41,boa vista
453,9.93,77,57,BR,1603130860,87.82,-1.2,-46.02,boa vista
454,8.05,92,46,CV,1603130860,91.4,14.92,-23.51,boa vista
455,9.22,47,39,BF,1603130860,89.42,12.73,-3.87,boa vista
456,4.18,46,85,CA,1603130585,27.93,55.1,-105.28,boa vista
457,16.11,75,62,US,1603130612,89.6,28.02,-97.52,boa vista
458,3.06,63,79,RU,1603130861,39.6,45.09,133.51,boa vista
459,4.7,5,53,BG,1603130861,51.8,42.03,24.0,boa vista
460,3.0,0,85,NA,1603130610,60.01,-22.12,14.28,boa vista
461,13.87,0,32,PY,1603130861,96.8,-26.98,-55.88,boa vista
462,3.36,18,74,PS,1603130590,80.01,31.5,34.47,boa vista
463,22.97,88,39,CN,1603130861,50.67,43.65,111.98,boa vista
464,2.42,38,89,CN,1603130861,60.75,26.22,117.49,boa vista
465,5.37,20,55,MX,1603130861,91.0,15.74,-96.47,boa vista
466,4.18,45,34,NG,1603130862,86.95,12.16,6.66,boa vista
467,3.36,75,87,DE,1603130862,50.0,52.38,7.72,boa vista
468,5.82,90,83,EC,1603130862,78.8,0.6,-80.03,boa vista
469,11.63,76,78,MV,1603130574,82.06,5.1,73.07,boa vista
470,3.71,91,77,TH,1603130862,82.04,7.78,100.32,boa vista
471,5.59,5,81,CA,1603130765,35.49,49.21,-84.77,boa vista
472,1.36,14,98,AU,1603130636,46.0,-38.33,143.58,boa vista
473,7.0,82,100,UA,1603130863,52.0,47.6,37.5,boa vista
474,17.11,95,78,VU,1603130863,79.45,-13.88,167.55,boa vista
475,1.12,1,93,AU,1603130758,51.01,-34.93,138.6,boa vista
476,2.8,53,92,RU,1603130863,11.59,68.05,166.44,boa vista
477,8.05,90,80,SE,1603130748,35.6,62.63,17.94,boa vista
478,14.99,75,93,IE,1603130864,55.0,51.62,-8.87,boa vista
479,2.8,67,91,RU,1603130864,21.85,52.47,96.11,boa vista
480,3.36,20,88,MY,1603130864,78.8,3.48,103.4,boa vista
481,11.41,40,55,BR,1603130864,93.2,-19.0,-57.6,boa vista
482,8.01,100,64,GB,1603130865,55.99,51.38,1.39,boa vista
483,9.91,81,72,BR,1603130865,75.79,-23.78,-45.36,boa vista
484,4.47,40,87,UA,1603130865,44.6,49.79,23.37,boa vista
485,2.98,100,54,CN,1603130865,47.37,35.54,106.69,boa vista
486,25.48,6,82,RU,1603130865,28.62,54.72,135.31,boa vista
487,5.84,50,84,AU,1603130865,50.0,-41.15,146.17,boa vista
488,5.53,7,85,AU,1603130866,66.29,-20.1,146.27,boa vista
489,6.33,0,70,CN,1603130866,60.06,32.32,121.19,boa vista
490,1.36,1,100,KR,1603130866,50.0,37.57,126.98,boa vista
491,4.29,76,85,NZ,1603130866,42.51,-45.42,167.72,boa vista
492,4.47,40,87,UA,1603130866,44.6,49.23,23.65,boa vista
493,8.05,20,66,BB,1603130606,87.8,13.22,-59.52,boa vista
494,9.17,0,72,NA,1603130867,62.6,-22.96,14.51,boa vista
495,1.88,50,92,TH,1603130867,75.07,6.33,101.25,boa vista
496,17.36,86,94,MN,1603130867,24.84,48.81,103.53,boa vista
497,4.21,0,42,IN,1603130867,58.93,29.85,80.53,boa vista
498,19.69,97,77,CN,1603130867,66.94,21.48,109.1,boa vista
499,11.36,0,79,MZ,1603130867,73.9,-19.84,34.84,boa vista
500,2.8,100,77,PH,1603130867,81.23,11.14,123.72,boa vista
501,21.34,0,16,AR,1603130587,83.89,-31.54,-68.54,boa vista
502,11.74,5,33,PE,1603130821,90.3,-4.9,-80.69,boa vista
503,12.86,100,95,RU,1603130868,26.76,61.28,108.01,boa vista
504,1.99,0,21,US,1603130868,81.0,36.25,-121.25,boa vista
505,12.06,100,43,BR,1603130868,85.05,-15.8,-43.31,boa vista
506,11.18,85,86,RU,1603130868,39.2,56.76,43.24,boa vista
507,1.12,91,39,BR,1603130868,95.7,-5.12,-60.38,boa vista
508,5.82,20,69,TZ,1603130869,80.6,-6.43,39.55,boa vista
509,2.82,64,80,LK,1603130869,80.44,7.42,81.82,boa vista
510,1.01,99,86,AU,1603130869,61.0,-34.68,150.87,boa vista
511,5.99,50,84,MG,1603130869,71.33,-23.35,47.6,boa vista
512,6.93,90,74,US,1603130869,35.01,45.02,-93.22,boa vista
513,8.3,0,66,NC,1603130869,73.6,-20.23,164.02,boa vista
514,8.57,0,22,ZW,1603130870,78.85,-20.33,30.07,boa vista
515,13.87,76,38,ES,1603130870,77.0,37.34,-5.84,boa vista
516,6.93,40,74,US,1603130870,84.99,29.6,-90.72,boa vista
517,6.93,40,74,CI,1603130870,82.4,7.45,-5.29,boa vista
518,6.71,90,55,RU,1603130870,60.8,43.28,43.13,boa vista
519,3.36,90,93,GL,1603130632,35.6,60.72,-46.03,boa vista
520,11.7,100,74,RU,1603130871,39.4,56.55,76.63,boa vista
521,6.93,1,56,US,1603130871,71.01,38.15,-79.07,boa vista
522,0.31,75,41,CO,1603130735,97.03,-0.19,-74.78,boa vista
523,0.49,26,61,CD,1603130871,76.44,-5.95,29.19,boa vista
524,6.02,0,13,NE,1603130871,87.33,18.69,12.92,boa vista
525,8.59,6,73,US,1603130600,73.99,36.85,-75.98,boa vista
526,6.58,86,96,RU,1603130872,19.0,65.7,82.47,boa vista
527,7.07,48,13,BW,1603130872,86.31,-23.4,21.72,boa vista
528,14.05,100,96,RU,1603130872,32.52,57.02,82.07,boa vista
529,1.95,88,42,TZ,1603130872,78.42,-5.06,31.79,boa vista
530,4.7,20,76,HR,1603130872,57.99,45.29,14.65,boa vista
531,5.46,90,74,CN,1603130872,38.12,49.6,117.43,boa vista
532,3.49,13,64,TZ,1603130872,73.83,-1.5,33.8,boa vista
533,8.75,21,83,CI,1603130873,78.31,4.42,-7.35,boa vista
534,2.17,39,83,ET,1603130873,65.8,5.65,36.65,boa vista
535,10.29,75,62,BR,1603130714,84.2,-8.01,-34.86,boa vista
536,2.24,29,100,MY,1603130873,75.2,4.64,103.44,boa vista
537,4.16,0,79,MZ,1603130873,75.4,-14.54,40.67,boa vista
538,7.47,81,77,MA,1603130873,66.54,32.3,-9.24,boa vista
539,3.98,96,88,ID,1603130874,76.32,-7.95,110.28,boa vista
540,7.83,16,46,VE,1603130874,91.26,8.89,-64.25,boa vista
541,5.23,95,95,RU,1603130874,8.15,69.3,139.9,boa vista
542,6.42,0,47,MX,1603130418,82.6,27.98,-114.06,boa vista
543,4.7,100,81,FR,1603130874,51.01,46.42,3.91,boa vista
544,3.36,14,100,AU,1603130874,71.6,-13.85,136.42,boa vista
545,12.75,20,81,US,1603130419,42.8,57.05,-135.33,boa vista
546,10.71,54,75,IN,1603130875,81.14,10.57,72.64,boa vista
547,5.61,0,21,ZM,1603130875,74.01,-15.33,28.68,boa vista
548,11.41,75,69,GL,1603130419,39.2,68.82,-51.19,boa vista
549,11.12,9,82,SO,1603130710,79.32,2.04,45.34,boa vista
550,10.07,56,71,SO,1603130875,76.73,4.12,43.89,boa vista
551,5.82,9,16,AU,1603130747,78.8,-20.73,139.5,boa vista
552,19.44,89,77,LK,1603130766,80.28,6.12,81.12,boa vista
553,2.21,0,75,SO,1603130611,79.34,9.49,50.81,boa vista
554,5.93,52,94,NO,1603130876,23.58,69.01,23.04,boa vista
555,11.34,100,75,BR,1603130876,71.42,-18.47,-47.2,boa vista
556,9.17,75,44,BR,1603130876,93.2,2.82,-60.67,boa vista
